sample_size,num_bootstrap,noise_std,plugin_est,correction_est,adj_correction_est,act_plugin_val
100.0,500.0,2.0,1.2224958388072282,1.040844814876451,1.099811257138393,1.1
100.0,500.0,2.0,0.9739130382540232,0.8008446944237028,0.864679037893127,1.0
100.0,500.0,2.0,1.2643236307748955,1.0088507604970398,0.930961245261491,1.1
100.0,500.0,2.0,1.4607438004988795,1.4429346716479965,1.4438537263497866,1.1
100.0,500.0,2.0,1.757072391117796,1.5823173478887889,1.6667544717175928,1.1
100.0,500.0,2.0,1.280097304220036,1.0586727353186487,1.0344670640511515,1.0
100.0,500.0,2.0,0.7601897731303006,0.5463824649214333,0.5916451055042233,1.1
100.0,500.0,2.0,1.449214454831694,1.282783593780882,1.3808949674099968,1.0
100.0,500.0,2.0,1.697912683640784,1.4781977992132114,1.5784283233776089,1.0
100.0,500.0,2.0,1.390897985658234,1.2878769668955936,1.3312565640394491,1.1
100.0,500.0,2.0,1.113911888175513,0.9681601385607894,1.0272634873864643,1.0
100.0,500.0,2.0,1.4796026622107352,1.307814581833377,1.3892983528164642,1.0
100.0,500.0,2.0,1.5498199091649116,1.4948407009191544,1.541047597828369,1.0
100.0,500.0,2.0,0.9812207208584418,0.7767579999464281,0.8840861579659072,1.1
100.0,500.0,2.0,1.1673750556226827,1.0141408412869637,1.0878195205686962,1.0
100.0,500.0,2.0,0.9887131857039972,0.7580386006724855,0.7434043972734194,1.0
100.0,500.0,2.5,1.5395690693875117,1.4689424363842518,1.5080595330263944,1.0
100.0,500.0,2.5,2.032803797221201,1.969708157272947,1.9871097711850667,1.0
100.0,500.0,2.5,1.874125819880001,1.7225340534135447,1.7189258118308477,1.0
100.0,500.0,2.5,2.694815974902064,2.694815974902064,2.694815974902064,1.1
100.0,500.0,2.5,1.8294201166072157,1.8162511908123815,1.818481884853808,1.1
100.0,500.0,2.5,0.7277494072295279,0.5412613643924098,0.6514489761898842,1.1
100.0,500.0,2.5,1.4515995634077417,1.2106736840500498,1.3298809220961216,1.0
100.0,500.0,2.5,1.195101802989795,0.8970841926856322,1.0487967640116822,1.1
100.0,500.0,2.5,1.0726714671835946,0.9285450477903848,1.0300259352513008,1.1
100.0,500.0,2.5,1.2340807027461491,1.07374587705648,1.1387649021434714,1.1
100.0,500.0,2.5,1.2847044388729163,1.033135579547035,1.1093205147224194,1.1
100.0,500.0,2.5,0.9912147346792182,0.8860753762279376,0.9106643895792154,1.1
100.0,500.0,2.5,1.0334911264903552,0.8374601095173345,0.8493823401375691,1.0
100.0,500.0,2.5,0.4839062224326067,0.2047584641563525,0.3522494934962706,1.0
100.0,500.0,2.5,1.250197817286361,1.1630494634049129,1.1781294251620074,1.0
100.0,500.0,2.5,1.6546528339270237,1.5400826158304213,1.5899593577447182,1.1
100.0,500.0,2.5,1.2785227313377612,1.0502298145262463,1.0395368318524063,1.0
100.0,500.0,2.5,1.4023305071771688,1.1541347299278557,1.2331691539676364,1.0
100.0,500.0,2.5,1.1798442384103447,1.0205527654500952,1.019200711384647,1.1
100.0,500.0,2.5,1.1636270496113994,0.808091320435842,0.8269587880975666,1.0
100.0,500.0,2.5,1.0703098331260643,0.9409024570366664,0.9789926696179974,1.0
100.0,500.0,2.5,1.3706910701018695,1.3635061862649385,1.362806080658617,1.0
100.0,500.0,2.5,1.586785681832563,1.3080586589411545,1.4014078750068577,1.0
100.0,500.0,2.5,1.2994973110863617,1.1667945626177456,1.221805891011594,1.0
100.0,500.0,2.5,0.8995788835174281,0.6919480052139371,0.7753771380162239,1.1
100.0,500.0,2.5,1.2594834732977276,0.9672452866286124,1.0175314453666513,1.0
100.0,500.0,2.5,1.6163574572536246,1.4153806584716222,1.488657949569516,1.0
100.0,500.0,2.5,1.1261545792787535,0.925107311102207,1.0202234366459737,1.1
100.0,500.0,2.5,1.416501809547019,1.1351725419362624,1.1390352358028049,1.1
100.0,500.0,2.5,1.5346388129523365,1.451483159575307,1.4752298541908904,1.0
100.0,500.0,2.5,1.4750821743229368,1.2625752501279948,1.3167605613863782,1.0
100.0,500.0,2.5,1.6522132612030296,1.3813930765385938,1.497887776839275,1.1
100.0,500.0,2.5,1.4505561669823497,1.1857998054748635,1.2588134949416974,1.1
100.0,500.0,2.5,2.05541907792333,1.973041724925876,1.984428322895008,1.0
100.0,500.0,2.5,1.2531197985090352,1.0183733865723728,1.0924509921713772,1.1
100.0,500.0,2.5,0.9673912978175292,0.7528347141772129,0.8366913393009401,1.0
100.0,500.0,2.5,1.3054045384686197,0.9856294877450826,0.8752475532037349,1.1
100.0,500.0,2.5,1.5509297506235995,1.5259344306806564,1.528575263090735,1.1
100.0,500.0,2.5,1.9213404888972447,1.6989323031574717,1.8001898798036824,1.1
100.0,500.0,2.5,1.3501216302750452,1.0748373229503303,1.0514221829637225,1.0
100.0,500.0,2.5,0.6752372164128757,0.4053122189293738,0.4568510447246635,1.1
100.0,500.0,2.5,1.5615180685396173,1.360812931758738,1.4771352314961177,1.0
100.0,500.0,2.5,1.8723908545509804,1.6049599870065188,1.724955035953777,1.0
100.0,500.0,2.5,1.4636224820727926,1.3333394261168112,1.3842132311980582,1.1
100.0,500.0,2.5,1.1423898602193914,0.9630339536396542,1.0381232180936135,1.0
100.0,500.0,2.5,1.5995033277634192,1.3876682263289908,1.4895607818740235,1.0
100.0,500.0,2.5,1.6872748864561395,1.6185508761489429,1.6777733662355423,1.0
100.0,500.0,2.5,0.951525901073052,0.6885095065869804,0.8267886404653351,1.1
100.0,500.0,2.5,1.2092188195283535,1.0230424169526855,1.1127507368375316,1.0
100.0,500.0,2.5,0.9858914821299966,0.6983685432536703,0.6857177481659127,1.0
100.0,500.0,3.0,1.6474828832650137,1.5660808662454078,1.6135612216165922,1.0
100.0,500.0,3.0,2.239364556665441,2.179062133379163,2.18767273433131,1.0
100.0,500.0,3.0,2.0489509838560016,1.871682310731544,1.867748901847708,1.0
100.0,500.0,3.0,3.013779169882477,3.013779169882477,3.013779169882477,1.1
100.0,500.0,3.0,1.9753041399286584,1.9595014289748585,1.9621782618245696,1.1
100.0,500.0,3.0,0.6532992886754334,0.4250451758971308,0.557634316415563,1.1
100.0,500.0,3.0,1.5419194760892898,1.25692849055446,1.4002969339712033,1.0
100.0,500.0,3.0,1.214122163587754,0.8542037338536379,1.0337912248910677,1.1
100.0,500.0,3.0,1.0672057606203136,0.8917428780545802,1.0152897701884072,1.1
100.0,500.0,3.0,1.260896843295379,1.0631038493671388,1.1442486719474685,1.1
100.0,500.0,3.0,1.3216453266475,1.0192082462602592,1.1084873794024568,1.1
